,Listing ID,S,Sub Type,St#,St Name,City,MLS Area,SLC,L/C Price,Price Per Square Foot,Br/Ba,Sqft,YrBuilt,LSqft/Ac,DOM/CDOM,View YN,Pool Private YN,BAC,Contract Status Change Date,MLS,County 
1,PW19179972,S,SFR/D,138,11th ST  ,SLB,1A,"STD,TRUS","$1,070,000 ",$568.54 ,"3/2,0,0,0",1882/A,1960/ASR,"2,938/0.0674",24/24,Y,N,12500,9/23/19,CRMLSM,Orange
1,PW19150297,S,SFR/D,708,Balboa DR  ,SLB,1A,STD,"$1,299,000 ",$556.08 ,"4/2,2,0,0",2336/A,1958/ASR,"5,880/0.135",20/20,Y,N,3,8/16/19,CRMLSM,Orange
1,OC19161923,S,SFR/D,10350,Hickock RD  ,STAN,11,STD,"$590,000 ",$490.03 ,"3/2,0,0,0",1204/A,1957/ASR,"6,237/0.1432",2-Feb,Y,N,2.5,8/16/19,CRMLSM,Orange
1,OC19194337,S,SFR/A,8222,Foxhall DR  ,HB,14,STD,"$679,000 ",$523.92 ,"3/2,0,0,0",1296/A,1964/ASR,"1,584/0.0364",1-Jan,Y,N,2.5,9/17/19,CRMLSM,Orange
1,OC19155053,S,SFR/D,19451,Bluegill CIR  ,HB,14,STD,"$715,000 ",$607.99 ,"3/2,0,0,0",1176/A,1964/ASR,"6,675/0.1532",0/0,Y,Y,1,8/15/19,CRMLSM,Orange
1,PW19132852,S,SFR/D,19172,Hickory LN  ,HB,14,STD,"$750,000 ",$529.66 ,"3/2,0,0,0",1416/A,1969/ASR,"6,300/0.1446",46/199,N,N,2.5,8/20/19,CRMLSM,Orange
1,OC19138257,S,SFR/D,19752,Trident LN  ,HB,14,STD,"$755,000 ",$668.73 ,"3/2,0,0,0",1129/A,1963/ASR,"6,000/0.1377",6-Jun,Y,N,2.5,7/23/19,CRMLSM,Orange
1,PW19137977,S,SFR/D,8141,Malloy DR  ,HB,14,STD,"$755,000 ",$575.90 ,"3/1,1,0,0",1311/A,1962/ASR,"6,250/0.1435",15/15,Y,N,2.5,8/2/19,CRMLSM,Orange
1,OC19140469,S,SFR/D,9452,Karen CIR  ,HB,14,"STD,TRUS","$765,000 ",$650.51 ,"3/2,0,0,0",1176/A,1963/ASR,"6,279/0.1441",18/18,N,N,2.5,8/19/19,CRMLSM,Orange
1,OC19145609,S,SFR/D,10041,Valley Forge DR  ,HB,14,STD,"$786,000 ",$542.82 ,"4/2,0,0,0",1448/A,1964/ASR,"6,000/0.1377",23/23,N,N,2.5,8/10/19,CRMLSM,Orange
1,IG19155859,S,SFR/D,19301,Waterbury LN  ,HB,14,STD,"$791,000 ",$614.13 ,"4/2,0,0,0",1288/A,1961/ASR,"6,000/0.1377",37/37,N,N,15000,9/27/19,CRMLSM,Orange
1,PW19186957,S,SFR/D,19801,Bushard ST  ,HB,14,STD,"$795,000 ",$610.60 ,"3/2,0,0,0",1302/A,1963/ASR,"6,000/0.1377",23/23,N,N,2,9/27/19,CRMLSM,Orange
1,LG19174607,S,SFR/D,9131,Gettysburg DR  ,HB,14,STD,"$800,000 ",$481.06 ,"4/3,0,0,0",1663/A,1963/ASR,"6,100/0.14",8-Aug,Y,N,2.5,9/16/19,CRMLSM,Orange
1,OC19109264,S,SFR/D,21321,Compass LN  ,HB,14,"STD,TRUS","$801,000 ",$490.21 ,"3/2,0,0,0",1634/A,1967/ASR,"5,280/0.1212",42/42,N,N,2.25,8/21/19,CRMLSM,Orange
1,PW19123737,S,SFR/D,8391,Hamden LN  ,HB,14,STD,"$812,000 ",$345.24 ,"5/2,0,0,0",2352/A,1961/PUB,"8,515/0.1955",78/78,N,Y,2.5,8/23/19,CRMLSM,Orange
1,NP19152259,S,SFR/D,8651,Bellmead DR  ,HB,14,"STD,TRUS","$820,018 ",$610.13 ,"3/2,0,0,0",1344/A,1972/ASR,"6,000/0.1377",7-Jul,N,N,2.5,7/31/19,CRMLSM,Orange
1,OC19136606,S,SFR/D,19952,Gloucester LN  ,HB,14,STD,"$829,000 ",$539.71 ,"3/2,0,0,0",1536/A,1962/ASR,"6,000/0.1377",41/41,N,N,2.5,8/14/19,CRMLSM,Orange
1,OC19138490,S,SFR/D,8201,Kingfisher DR  ,HB,14,STD,"$841,000 ",$552.93 ,"3/2,0,0,0",1521/A,1963/BLD,"6,416/0.1473",1-Jan,Y,N,2.5,7/18/19,CRMLSM,Orange
1,OC19148271,S,SFR/D,9331,Westcliff DR  ,HB,14,STD,"$855,000 ",$587.23 ,"4/2,0,0,0",1456/P,1972/PUB,"6,060/0.1391",32/32,Y,N,2.5,8/30/19,CRMLSM,Orange
1,OC19068231,S,SFR/D,19092,Summerfield LN  ,HB,14,STD,"$860,000 ",$441.93 ,"4/2,0,0,0",1946/A,1964/ASR,"5,600/0.1286",72/72,Y,N,2.5,8/13/19,CRMLSM,Orange
1,OC19112563,S,SFR/D,19421,Worchester LN  ,HB,14,STD,"$868,000 ",$469.19 ,"3/2,0,0,0",1850/E,1965/APP,"6,905/0.1585",21/168,N,N,2.5,7/17/19,CRMLSM,Orange
1,OC19107286,S,SFR/D,8641,Mossford DR  ,HB,14,STD,"$875,000 ",$501.72 ,"3/2,0,0,0",1744/A,1972/ASR,"6,000/0.1377",6-Jun,N,N,2,6/17/19,CRMLSM,Orange
1,TR19159467,S ,SFR/D,20741,Elizabeth LN  ,HB,14,STD,"$875,000 ",$515.92 ,"3/2,0,0,0",1696/A,1966/ASR,"6,098/0.14",67/67,N,N,2.25,9/20/19,CRMLSM,Orange
1,PW19166461,S,SFR/D,20762,Hopetown LN  ,HB,14,STD,"$880,000 ",$550.00 ,"3/2,0,0,0",1600/A,1966/ASR,"6,500/0.1492",May-96,N,Y,2,8/27/19,CRMLSM,Orange
1,OC19173159,S,SFR/D,20381,Seven Seas LN  ,HB,14,STD,"$881,000 ",$518.24 ,"4/2,0,0,0",1700/A,1963/ASR,"6,000/0.1377",21/21,,N,2.5,9/12/19,CRMLSM,Orange
1,OC19181013,S,SFR/D,21122,White Horse LN  ,HB,14,STD,"$882,500 ",$627.67 ,"3/2,0,0,0",1406/A,1972/ASR,"6,000/0.1377",5-May,N,N,2.5,9/27/19,CRMLSM,Orange
1,OC19137816,S,SFR/D,19682,Education LN  ,HB,14,STD,"$885,000 ",$606.16 ,"3/2,0,0,0",1460/A,1968/ASR,"6,030/0.1384",7-Jul,Y,Y,3,7/13/19,CRMLSM,Orange
1,OC19169064,S,SFR/D,20751,Kelvin LN  ,HB,14,STD,"$885,000 ",$551.06 ,"4/2,0,0,0",1606/A,1966/ASR,"6,000/0.1377",10-Oct,Y,N,2.5,8/30/19,CRMLSM,Orange
1,OC19156058,S,SFR/D,20101,Lawson LN  ,HB,14,STD,"$885,000 ",$384.78 ,"3/2,0,1,0",2300/OTH,1966/ASR,"6,200/0.1423",17/17,N,N,2,8/19/19,CRMLSM,Orange
1,PW19113384,S,SFR/D,8632,Lowmead DR  ,HB,14,STD,"$890,000 ",$662.20 ,"3/2,0,0,0",1344/A,1972/ASR,"6,442/0.1479",55/55,Y,Y,2.5,8/15/19,CRMLSM,Orange
1,OC19150035,S,SFR/D,10241,Monitor DR  ,HB,14,STD,"$899,000 ",$616.60 ,"4/2,0,0,0",1458/A,1965/ASR,"7,000/0.1607",31/31,Y,Y,2.5,8/28/19,CRMLSM,Orange
1,OC19111389,S,SFR/D,8161,Deauville DR  ,HB,14,STD,"$899,000 ",$321.07 ,"4/3,0,0,0",2800/A,1967/ASR,"5,162/0.1185",48/48,N,N,2.5,8/1/19,CRMLSM,Orange
1,OC19156969,S,SFR/D,20082,Mayport LN  ,HB,14,STD,"$900,000 ",$372.98 ,"5/2,1,0,0",2413/A,1975/ASR,"6,060/0.1391",16/16,N,N,2.5,8/7/19,CRMLSM,Orange
1,OC19126130,S,SFR/D,20162,Cape Cottage LN  ,HB,14,STD,"$904,500 ",$528.95 ,"4/1,1,1,0",1710/A,1972/ASR,"6,796/0.156",8-Aug,N,Y,2.5,7/16/19,CRMLSM,Orange
1,OC19201647,S,SFR/D,21782,Kiowa LN  ,HB,14,STD,"$905,000 ",$524.94 ,"3/2,0,1,0",1724/A,1965/ASR,"6,405/0.147",5-May,Y,N,2.5,9/10/19,CRMLSM,Orange
1,OC19154848,S,SFR/D,20242,Interior LN  ,HB,14,STD,"$905,000 ",$603.33 ,"3/2,0,0,0",1500/E,1971/ASR,"5,978/0.1372",38/38,Y,N,2.5,9/13/19,CRMLSM,Orange
1,PW19194035,S,SFR/D,21662,Bahama LN  ,HB,14,STD,"$910,000 ",$440.89 ,"4/2,0,0,0",2064/A,1964/APP,"6,100/0.14",8-Aug,N,N,2,9/16/19,CRMLSM,Orange
1,OC19121108,S,SFR/D,9362,Malahine DR  ,HB,14,STD,"$912,000 ",$640.90 ,"3/2,0,0,0",1423/A,1963/ASR,"6,200/0.1423",4-Apr,N,N,2.5,6/20/19,CRMLSM,Orange
1,OC19108919,S,SFR/D,20041,Crown Reef LN  ,HB,14,STD,"$920,000 ",$357.00 ,"5/3,0,0,0",2577/A,1965/ASR,"5,500/0.1263",98/98,Y,N,2.5,9/10/19,CRMLSM,Orange
1,OC19144745,S,SFR/D,19392,Pitcairn LN  ,HB,14,STD,"$925,000 ",$474.36 ,"4/2,0,0,0",1950/E,1965/ASR,"6,000/0.1377",6-Jun,Y,Y,2.5,7/26/19,CRMLSM,Orange
1,PW19114279,S,SFR/D,9331,Hudson DR  ,HB,14,STD,"$927,500 ",$369.96 ,"4/3,0,0,0",2507/A,1965/ASR,"6,000/0.1377",7-Jul,N,N,2.5,6/6/19,CRMLSM,Orange
1,PW19149629,S,SFR/D,9391,Banning AVE  ,HB,14,"STD,TRUS","$940,000 ",$431.59 ,"5/3,0,1,0",2178/A,1970/ASR,"5,980/0.1373",14/14,N,N,2,8/13/19,CRMLSM,Orange
1,OC19124650,S,SFR/D,10052,Birchwood DR  ,HB,14,STD,"$940,000 ",$350.22 ,"4/2,0,1,0",2684/A,1965/ASR,"6,000/0.1377",72/72,Y,N,2.5,8/30/19,CRMLSM,Orange
1,OC19120606,S,SFR/D,9432,Mokihana DR  ,HB,14,STD,"$945,000 ",$664.09 ,"3/2,0,0,0",1423/A,1965/PUB,"6,100/0.14",6-Jun,N,N,2,6/28/19,CRMLSM,Orange
1,OC19124489,S,SFR/D,20082,Cape Cottage LN  ,HB,14,STD,"$950,000 ",$407.90 ,"4/2,0,1,0",2329/A,1972/ASR,"6,000/0.1377",23/23,Y,N,1,5/31/19,CRMLSM,Orange
1,OC19182540,S,SFR/D,19071,Hamden LN  ,HB,14,STD,"$954,900 ",$589.81 ,"4/2,0,0,0",1619/A,1961/ASR,"15,312/0.3515",26/66,N,N,2.5,9/20/19,CRMLSM,Orange
1,OC19127063,S,SFR/D,9382,Candlewood DR  ,HB,14,STD,"$956,000 ",$438.53 ,"4/2,0,0,0",2180/A,1968/PUB,"6,021/0.1382",49/49,N,Y,2.5,8/26/19,CRMLSM,Orange
1,OC19191138,S,SFR/D,21422,Pinetree LN  ,HB,14,STD,"$970,000 ",$560.05 ,"3/1,2,0,0",1732/A,1968/ASR,"6,000/0.1377",5-May,N,N,2.5,9/16/19,CRMLSM,Orange
1,OC19180585,S,SFR/D,21681,Impala LN  ,HB,14,STD,"$980,000 ",$659.05 ,"3/2,0,0,0",1487/A,1965/ASR,"6,060/0.1391",20/20,Y,N,2.5,9/19/19,CRMLSM,Orange
1,PW19151816,S,SFR/D,8651,Acapulco CIR  ,HB,14,STD,"$985,000 ",$472.42 ,"4/2,0,1,0",2085/A,1976/ASR,"6,110/0.1403",19/19,Y,Y,2.5,9/12/19,CRMLSM,Orange
1,OC19150893,S,SFR/D,21341,Yarmouth LN  ,HB,14,STD,"$995,000 ",$599.40 ,"4/2,0,0,0",1660/A,1969/PUB,"6,120/0.1405",4-Apr,Y,N,2.5,8/15/19,CRMLSM,Orange
1,PW19168669,S,SFR/D,9332,Hazelbrook DR  ,HB,14,STD,"$998,000 ",$607.80 ,"3/2,0,0,0",1642/A,1967/PUB,"6,000/0.1377",1-Jan,N,Y,2.5,8/21/19,CRMLSM,Orange
1,PW19148737,S,SFR/D,19331,Weymouth LN  ,HB,14,STD,"$998,000 ",$402.74 ,"4/2,0,1,0",2478/A,1967/PUB,"6,100/0.14",6-Jun,Y,Y,2.5,7/25/19,CRMLSM,Orange
1,OC19175193,S,SFR/D,9031,Bermuda DR  ,HB,14,STD,"$999,000 ",$579.47 ,"3/1,1,1,0",1724/A,1965/ASR,"6,134/0.1408",9-Sep,N,N,2.5,9/4/19,CRMLSM,Orange
1,OC19183947,S,SFR/D,9061,Aloha DR  ,HB,14,STD,"$1,020,000 ",$618.18 ,"3/2,0,0,0",1650/A,1965/ASR,"6,174/0.1417",13/13,Y,N,3,9/19/19,CRMLSM,Orange
1,OC19132013,S,SFR/D,20661,Sandpiper LN  ,HB,14,STD,"$1,025,000 ",$511.22 ,"4/1,1,1,0",2005/A,1961/EST,"6,000/0.1377",7-Jul,N,N,2.5,7/12/19,CRMLSM,Orange
1,PW19105507,S,SFR/D,10042,Constitution DR  ,HB,14,STD,"$1,029,000 ",$490.00 ,"4/3,0,0,0",2100/G,1964/ASR,"6,000/0.1377",83/83,Y,Y,2.5,8/23/19,CRMLSM,Orange
1,OC19144344,S,SFR/D,20872,Balgair CIR  ,HB,14,STD,"$1,040,000 ",$412.37 ,"5/1,1,1,0",2522/A,1969/ASR,"5,615/0.1289",53/53,Y,N,3,8/30/19,CRMLSM,Orange
1,OC19111704,S,SFR/D,9791,La Cresta CIR  ,HB,14,STD,"$1,050,000 ",$453.96 ,"4/3,0,0,0",2313/A,1966/ASR,"5,200/0.1194",5-May,N,N,2.5,7/3/19,CRMLSM,Orange
1,OC19067733,S,SFR/D,21371,Sand Dollar LN  ,HB,14,STD,"$1,050,000 ",$534.62 ,"4/2,0,0,0",1964/A,1969/ASR,"6,000/0.1377",6-Jun,Y,Y,2.5,5/2/19,CRMLSM,Orange
1,OC19119669,S,SFR/D,8312,Southport DR  ,HB,14,STD,"$1,050,000 ",$526.32 ,"5/3,0,0,0",1995/A,1972/ASR,"6,000/0.1377",13/42,Y,N,2.5,7/4/19,CRMLSM,Orange
1,OC19174513,S,SFR/D,9881,Chance CIR  ,HB,14,STD,"$1,065,000 ",$643.50 ,"4/2,0,0,0",1655/A,1971/ASR,"6,000/0.1377",12-Dec,Y,Y,2.5,8/27/19,CRMLSM,Orange
1,OC19138231,S,SFR/D,21382,Sand Dollar LN  ,HB,14,STD,"$1,080,000 ",$591.46 ,"4/1,1,0,0",1826/A,1969/ASR,"6,200/0.1423",33/33,N,N,2,8/14/19,CRMLSM,Orange
1,OC19107872,S,SFR/D,21212,Binghampton Circle   ,HB,14,STD,"$1,100,000 ",$489.98 ,"4/2,0,1,0",2245/A,1966/ASR,"6,363/0.1461",2-Feb,Y,N,2,6/26/19,CRMLSM,Orange
1,OC19120619,S,SFR/D,8922,Satterfield DR  ,HB,14,STD,"$1,120,000 ",$580.31 ,"4/2,0,0,0",1930/A,1972/PUB,"6,000/0.1377",11-Nov,Y,Y,2.5,7/24/19,CRMLSM,Orange
1,OC19187644,S,SFR/D,9082,Aloha DR  ,HB,14,STD,"$1,125,000 ",$652.55 ,"3/1,1,1,0",1724/A,1965/ASR,"6,076/0.1395",5-May,N,Y,2.5,9/11/19,CRMLSM,Orange
1,OC19163231,S,SFR/D,9851,Spinnaker DR  ,HB,14,STD,"$1,140,000 ",$575.76 ,"5/3,0,0,0",1980/A,1965/ASR,"10,849/0.2491",6-Jun,Y,N,2.5,8/16/19,CRMLSM,Orange
1,NP19148996,S,SFR/D,9552,Indian Wells CIR  ,HB,14,STD,"$1,140,000 ",$492.65 ,"4/3,0,0,0",2314/A,1969/ASR,"6,000/0.1377",30/30,N,Y,2.25,8/23/19,CRMLSM,Orange
1,OC19163960,S,SFR/D,8772,Sailport DR  ,HB,14,STD,"$1,150,000 ",$359.38 ,"4/1,2,0,0",3200/E,1977/ASR,"6,360/0.146",3-Mar,N,N,2,8/22/19,CRMLSM,Orange
1,OC19048959,S,SFR/D,21201,Shaw LN  ,HB,14,STD,"$1,150,000 ",$440.61 ,"4/1,1,1,0",2610/P,1973/ASR,"6,000/0.1377",53/53,Y,N,2.5,6/7/19,CRMLSM,Orange
1,OC19163573,S,SFR/D,8711,Masters DR  ,HB,14,STD,"$1,153,600 ",$610.05 ,"5/1,2,0,0",1891/A,1973/ASR,"11,000/0.2525",22/22,N,N,2.5,9/12/19,CRMLSM,Orange
1,OC19168043,S,SFR/D,9611,Landfall DR  ,HB,14,STD,"$1,159,000 ",$673.05 ,"3/2,0,0,0",1722/A,1971/ASR,"6,300/0.1446",14/14,Y,N,2.5,8/27/19,CRMLSM,Orange
1,OC19154040,S,SFR/D,9872,Big Sur DR  ,HB,14,STD,"$1,177,500 ",$415.34 ,"4/2,1,0,0",2835/A,1973/ASR,"6,098/0.14",13/13,Y,N,2.5,8/5/19,CRMLSM,Orange
1,OC19130576,S,SFR/D,8822,Midbury DR  ,HB,14,STD,"$1,200,000 ",$466.20 ,"5/2,0,1,0",2574/A,1975/ASR,"6,060/0.1391",8-Aug,Y,N,2,7/10/19,CRMLSM,Orange
1,PW19151999,S,SFR/D,20051,Colgate CIR  ,HB,14,STD,"$1,275,000 ",$449.58 ,"3/2,1,0,0",2836/A,1966/ASR,"6,120/0.1405",44/44,Y,Y,2.5,9/20/19,CRMLSM,Orange
1,OC19152376,S,SFR/D,21622,Bahama LN  ,HB,14,STD,"$1,325,000 ",$615.13 ,"3/3,0,0,0",2154/A,1964/ASR,"6,100/0.14",31/31,N,Y,2.5,9/4/19,CRMLSM,Orange
1,OC19176058,S,SFR/D,9361,Gateshead DR  ,HB,14,STD,"$1,759,000 ",$500.14 ,"5/3,0,0,0",3517/A,1981/ASR,"7,990/0.1834",16/16,Y,Y,2.5,8/24/19,CRMLSM,Orange
1,OC19175313,S,SFR/A,1803,Florida ST  ,HB,15,STD,"$685,000 ",$507.78 ,"3/2,0,0,0",1349/A,1973/ASR,"3,694/0.0848",28/28,N,N,2.25,9/11/19,CRMLSM,Orange
1,PW19197837,S,SFR/D,17501,Misty LN  ,HB,15,"STD,TRUS","$708,000 ",$575.61 ,"3/1,1,0,0",1230/A,1964/ASR,"7,100/0.163",8-Aug,N,N,2.5,9/9/19,CRMLSM,Orange
1,PW19137522,S,SFR/D,5101,Robinwood DR  ,HB,15,STD,"$720,000 ",$470.59 ,"4/2,0,0,0",1530/A,1961/ASR,"7,000/0.1607",10-Oct,N,N,2.5*,8/2/19,CRMLSM,Orange
1,OC19097756,S,SFR/A,1316,Applecross LN  ,HB,15,STD,"$745,000 ",$484.40 ,"3/1,1,0,0",1538/P,1975/PUB,"2,294/0.0527",Sep-52,Y,N,2.5,6/13/19,CRMLSM,Orange
1,OC19140482,S,SFR/D,17771,Quintana LN  ,HB,15,STD,"$749,000 ",$636.90 ,"3/2,0,0,0",1176/A,1967/ASR,"5,610/0.1288",24/24,Y,N,2.5,8/15/19,CRMLSM,Orange
1,OC19136711,S,SFR/D,7831,Lori DR  ,HB,15,STD,"$770,000 ",$398.55 ,"3/2,0,1,0",1932/A,1979/PUB,"4,200/0.0964",14/14,Y,N,2.5,7/26/19,CRMLSM,Orange
1,PW19112375,S,SFR/D,17901,San Leandro LN  ,HB,15,STD,"$770,000 ",$562.87 ,"3/2,0,0,0",1368/A,1968/ASR,"5,782/0.1327",8-Aug,Y,Y,2.5,7/8/19,CRMLSM,Orange
1,OC19173202,S,SFR/D,17761,San Doval LN  ,HB,15,STD,"$785,000 ",$480.42 ,"3/2,0,0,0",1634/A,1967/ASR,"5,814/0.1335",10-Oct,Y,Y,2.5,9/18/19,CRMLSM,Orange
1,PW19194410,S,SFR/D,18162,Alice LN  ,HB,15,STD,"$785,000 ",$376.14 ,"4/3,0,0,0",2087/A,1980/ASR,"3,318/0.0762",17/17,N,N,2,9/27/19,CRMLSM,Orange
1,OC19146061,S,SFR/D,7631,Ontario DR  ,HB,15,STD,"$799,200 ",$500.13 ,"3/2,0,0,0",1598/A,1960/ASR,"6,200/0.1423",0/0,N,N,2.25,6/21/19,CRMLSM,Orange
1,OC19150082,S,SFR/D,17191,Edwards ST  ,HB,15,STD,"$812,000 ",$398.63 ,"4/1,1,0,0",2037/A,1968/ASR,"6,000/0.1377",9-Sep,N,N,2.5,8/6/19,CRMLSM,Orange
1,OC19186764,S,SFR/A,7837,Newman AVE  ,HB,15,STD,"$815,000 ",$407.50 ,"5/3,0,0,0",2000/E,1958/ASR,"6,177/0.1418",22/22,N,N,2.5,9/24/19,CRMLSM,Orange
1,OC19172730,S,SFR/A,18762,Park Brook LN  ,HB,15,STD,"$820,000 ",$531.43 ,"3/2,0,1,0",1543/A,1998/ASR,"2,250/0.0517",31/31,N,N,2.5,9/18/19,CRMLSM,Orange
1,PW19107421,S,SFR/D,18391,Delaware ST  ,HB,15,STD,"$820,000 ",$541.97 ,"3/2,0,0,0",1513/A,1960/ASR,"6,090/0.1398",58/157,Y,N,2.5,8/23/19,CRMLSM,Orange
1,OC19138121,S,SFR/D,5832,Lourdes DR  ,HB,15,STD,"$833,000 ",$644.74 ,"4/2,0,0,0",1292/A,1965/ASR,"6,000/0.1377",9-Sep,Y,N,2.5,7/26/19,CRMLSM,Orange
1,OC19161628,S,SFR/D,5771,Pinon DR  ,HB,15,STD,"$840,000 ",$650.15 ,"4/2,0,0,0",1292/A,1965/ASR,"7,100/0.163",0/0,N,Y,2.5,8/13/19,CRMLSM,Orange
1,OC19154880,S,SFR/D,17492,Skyline LN  ,HB,15,STD,"$840,000 ",$305.79 ,"5/3,0,0,0",2747/A,1980/ASR,"6,901/0.1584",58/58,N,Y,2.5,9/27/19,CRMLSM,Orange
1,PW19135678,S,SFR/D,5161,Gelding CIR  ,HB,15,STD,"$860,000 ",$490.03 ,"4/1,1,0,0",1755/A,1974/ASR,"6,360/0.146",2-Feb,N,N,2.5,7/29/19,CRMLSM,Orange
1,PW19165500,S,SFR/D,5802,Nordina DR  ,HB,15,STD,"$865,000 ",$491.76 ,"4/3,0,0,0",1759/A,1967/ASR,"6,000/0.1377",21/21,Y,N,2.5,9/11/19,CRMLSM,Orange
1,PW19108401,S,SFR/D,5601,Mossvale CIR  ,HB,15,STD,"$879,000 ",$655.48 ,"3/2,0,0,0",1341/A,1973/ASR,"6,300/0.1446",5-May,N,N,2*,6/24/19,CRMLSM,Orange
1,OC19105860,S,SFR/D,7041,Nimrod DR  ,HB,15,STD,"$887,500 ",$441.54 ,"4/2,0,0,0",2010/A,1975/ASR,"6,098/0.14",7-Jul,N,Y,2.5,6/24/19,CRMLSM,Orange
1,OC19137637,S,SFR/D,17841,Carranza LN  ,HB,15,STD,"$900,000 ",$590.94 ,"3/2,0,0,0",1523/A,1967/ASR,"5,665/0.1301",6-Jun,N,N,2.5,7/18/19,CRMLSM,Orange
1,OC19091399,S,SFR/D,17191,Erwin LN  ,HB,15,STD,"$900,000 ",$481.03 ,"4/3,0,0,0",1871/A,1969/ASR,"6,402/0.147",3-Mar,Y,N,2.5,6/7/19,CRMLSM,Orange
1,OC19186512,S,SFR/D,6402,Fallingwater DR  ,HB,15,STD,"$925,000 ",$543.80 ,"3/2,0,0,0",1701/A,1967/ASR,"6,000/0.1377",8-Aug,Y,N,2.5,8/30/19,CRMLSM,Orange
1,OC19160648,S,SFR/D,5501,Ridgebury DR  ,HB,15,STD,"$969,000 ",$602.99 ,"3/2,0,0,0",1607/A,1973/PUB,"6,790/0.1559",7-Jul,N,N,2.5,8/21/19,CRMLSM,Orange
1,OC19185222,S,SFR/A,18769,Sinclair LN  ,HB,15,STD,"$969,000 ",$386.21 ,"3/3,0,1,0",2509/A,2005/ASR,"2,597/0.0596",11-Nov,Y,N,2.5,9/13/19,CRMLSM,Orange
1,OC19146710,S,SFR/D,18011,Upperlake CIR  ,HB,15,STD,"$975,000 ",$541.67 ,"3/2,0,0,0",1800/E,1971/ASR,"5,429/0.1246",57/57,Y,Y,2.5,9/13/19,CRMLSM,Orange
1,OC19140864,S,SFR/D,17912,Portside CIR  ,HB,15,STD,"$979,722 ",$567.95 ,"3/2,0,0,0",1725/A,1974/ASR,"8,588/0.1972",5-May,N,N,2.5,7/26/19,CRMLSM,Orange
1,OC19118065,S,SFR/D,5602,Ludlow CIR  ,HB,15,STD,"$999,000 ",$662.03 ,"3/2,0,0,0",1509/A,1973/ASR,"5,950/0.1366",17/17,,N,2.5,8/21/19,CRMLSM,Orange
1,OC19180927,S,SFR/A,406,16th ST  ,HB,15,STD,"$1,000,000 ",$510.73 ,"3/2,0,1,0",1958/A,1980/ASR,"2,875/0.066",13/13,N,N,2.5,9/12/19,CRMLSM,Orange
1,OC19192855,S,SFR/D,17192,Sandra Lee LN  ,HB,15,"STD,TRUS","$1,010,000 ",$619.25 ,"3/2,0,0,0",1631/A,1969/ASR,"8,101/0.186",17/17,Y,N,2.5,9/27/19,CRMLSM,Orange
1,OC19154382,S,SFR/D,18121,Riverside CIR  ,HB,15,STD,"$1,013,000 ",$502.48 ,"4/3,0,0,0",2016/A,1980/ASR,"7,500/0.1722",9-Sep,N,N,2.5,8/8/19,CRMLSM,Orange
1,OC19142941,S,SFR/D,17252,Blue Fox CIR  ,HB,15,"STD,TRUS","$1,015,000 ",$478.55 ,"5/3,0,0,0",2121/A,1971/ASR,"5,900/0.1354",20/20,Y,N,2.5,8/29/19,CRMLSM,Orange
1,OC19116600,S,SFR/D,6892,Rio Vista DR  ,HB,15,STD,"$1,020,000 ",$391.71 ,"5/1,2,0,0",2604/A,1968/ASR,"6,110/0.1403",89/89,Y,N,2.5,9/23/19,CRMLSM,Orange
1,OC19187255,S,SFR/D,6801,Via Carona DR  ,HB,15,STD,"$1,030,000 ",$507.39 ,"3/3,0,0,0",2030/A,1967/ASR,"5,672/0.1302",0/0,N,Y,2.5,9/4/19,CRMLSM,Orange
1,OC19121036,S,SFR/A,18786,Sinclair LN  ,HB,15,STD,"$1,050,000 ",$403.85 ,"3/3,0,1,0",2600/S,2005/ASR,"4,001/0.0919",6-Jun,Y,N,2.5,7/5/19,CRMLSM,Orange
1,SW19170341,S,SFR/D,5311,Glenstone DR  ,HB,15,STD,"$1,060,000 ",$574.84 ,"4/2,0,1,0",1844/A,1973/ASR,"5,978/0.1372",7-Jul,N,N,2.5,8/14/19,CRMLSM,Orange
1,OC19168646,S,SFR/D,206,Lincoln AVE  ,HB,15,STD,"$1,075,000 ",$530.86 ,"3/2,0,1,0",2025/A,1997/ASR,"3,125/0.0717",8-Aug,Y,N,2.5,9/4/19,CRMLSM,Orange
1,OC19118467,S,SFR/D,509,Lake ST  ,HB,15,STD,"$1,090,000 ",$582.26 ,"3/2,0,1,0",1872/A,1998/ASR,"2,875/0.066",45/45,Y,N,2.5,9/9/19,CRMLSM,Orange
1,OC19109641,S,SFR/D,18322,Twinford LN  ,HB,15,STD,"$1,099,000 ",$545.14 ,"4/3,0,0,0",2016/A,1979/ASR,"6,000/0.1377",4-Apr,N,N,2.25,6/18/19,CRMLSM,Orange
1,PW19121455,S,SFR/D,17211,Friml LN  ,HB,15,STD,"$1,110,000 ",$548.15 ,"4/3,0,0,0",2025/E,1970/ASR,"6,600/0.1515",17/17,N,N,2.5,7/19/19,CRMLSM,Orange
1,OC19122845,S,SFR/D,6891,Lawn Haven DR  ,HB,15,STD,"$1,132,000 ",$650.57 ,"3/1,1,0,0",1740/A,1972/ASR,"7,300/0.1676",76/76,N,N,2.5,9/11/19,CRMLSM,Orange
