,Listing ID,S,Sub Type,St#,St Name,City,MLS Area,SLC,L/C Price,Price Per Square Foot,Br/Ba,Sqft,YrBuilt,LSqft/Ac,DOM/CDOM,View YN,Pool Private YN,BAC,Contract Status Change Date,MLS,County
1001,OC19159935,A,SFR/D,21,Trestles   ,LN,LNSLT,STD,"$1,049,000 ",$385.80 ,"4/3,0,0,0",2719/A,1989/SEE,"9,100/0.2089",91/91,Y,N,2.5,7/6/19,CRMLSM,Orange
1001,OC19214600,A,SFR/D,30282,Grande Vista AVE  ,LN,LNSLT,STD,"$1,049,900 ",$617.59 ,"3/2,0,0,0",1700/E,1964/ASR,"7,185/0.1649",24/24,Y,N,2,9/10/19,CRMLSM,Orange
1001,OC19210554,A,SFR/D,11,Danforth AVE  ,LN,LNSLT,STD,"$1,089,000 ",$418.20 ,"4/3,0,0,0",2604/A,1986/EST,"6,000/0.1377",32/32,Y,Y,2.5,9/3/19,CRMLSM,Orange
1001,SR19236327,A,SFR/D,23972,Broadhorn DR  ,LN,LNSLT,STD,"$1,140,000 ",$495.22 ,"4/2,0,1,0",2302/A,1986/ASR,"5,760/0.1322",0/0,Y,N,2.5,10/5/19,CRIS,Orange
1001,OC19139625,A,SFR/D,5,Anacapri   ,LN,LNSLT,STD,"$1,175,000 ",$430.72 ,"5/3,0,1,0",2728/A,1991/BLD,"5,500/0.1263",108/108,Y,N,2.5,6/11/19,CRMLSM,Orange
1001,OC19169567,A,SFR/D,6,Charmony   ,LN,LNSLT,STD,"$1,325,000 ",$471.53 ,"4/3,0,0,0",2810/A,1988/ASR,"5,376/0.1234",80/80,Y,N,2.5,7/17/19,CRMLSM,Orange
1001,NP19178093,A,SFR/D,23972,Hillhurst DR  ,LN,LNSLT,STD,"$1,385,000 ",$602.17 ,"4/2,0,1,0",2300/A,1971/ASR,"12,460/0.286",66/164,Y,N,2.5,7/26/19,CRMLSM,Orange
1001,LG19189286,A,SFR/D,31031,Augusta DR  ,LN,LNSLT,STD,"$1,449,000 ",$566.24 ,"4/3,0,0,0",2559/A,1978/ASR,"11,700/0.2686",58/58,Y,N,2.5,8/8/19,CRMLSM,Orange
1001,OC19199985,A,SFR/D,16,Vintage   ,LN,LNSLT,STD,"$1,489,000 ",$490.93 ,"4/3,0,0,0",3033/A,1989/PUB,"6,160/0.1414",45/45,Y,N,2.5,8/21/19,CRMLSM,Orange
1001,OC19228259,A,SFR/D,23812,Inverness PL  ,LN,LNSLT,STD,"$1,499,000 ",$561.63 ,"4/2,0,1,0",2669/A,1978/ASR,"14,000/0.3214",7-Jul,Y,Y,2.5,9/28/19,CRMLSM,Orange
1001,LG19208641,A,SFR/D,11,Mallorca   ,LN,LNSLT,STD,"$1,595,000 ",$454.68 ,"5/4,0,0,0",3508/A,1989/ASR,"10,855/0.2492",35/35,Y,Y,2.5,8/31/19,CRMLSM,Orange
1001,OC19186955,A,SFR/D,2,Saint Paul LN  ,LN,LNSLT,STD,"$1,598,000 ",$500.31 ,"4/3,0,1,0",3194/SEE,1993/PUB,"6,750/0.155",60/60,Y,N,2.5,8/6/19,CRMLSM,Orange
1001,OC19180093,A,SFR/D,30922,Westgreen DR  ,LN,LNSLT,"STD,TRUS","$1,845,000 ",$838.64 ,"3/2,0,1,0",2200/A,1977/ASR,"8,760/0.2011",68/68,Y,Y,2.5,7/26/19,CRMLSM,Orange
1001,RS19194789,A,SFR/D,31,Emerald Gln   ,LN,LNSLT,STD,"$1,999,000 ",$499.13 ,"4/3,0,1,0",4005/A,1993/ASR,"7,956/0.1826",51/51,Y,N,2.5,8/15/19,CRMLSM,Orange
1001,OC19191550,A,SFR/D,31336,Isle Vista   ,LN,LNSMT,STD,"$949,000 ",$583.64 ,"2/2,0,0,0",1626/A,1986/ASR,"6,000/0.1377",55/77,Y,Y,2.5,8/11/19,CRMLSM,Orange
1001,OC19211465,A,SFR/A,22852,Arbella RD  ,LN,LNSMT,STD,"$950,000 ",$563.13 ,"3/2,0,0,0",1687/A,1976/ASR,"3,853/0.0885",31/155,Y,N,2.5,9/4/19,CRMLSM,Orange
1001,OC19194244,A,SFR/A,11,Morning Wood DR  ,LN,LNSMT,STD,"$1,199,000 ",$385.90 ,"4/3,0,0,0",3107/A,1983/ASR,"5,760/0.1322",50/50,Y,N,2.5,8/16/19,CRMLSM,Orange
1001,OC19188589,A,SFR/D,30292,Anamonte   ,LN,LNSMT,STD,"$1,199,000 ",$634.39 ,"3/2,0,0,0",1890/A,1987/ASR,"4,600/0.1056",58/58,Y,N,2.5,8/8/19,CRMLSM,Orange
1001,OC19130897,A,SFR/A,31534,Flying Cloud DR  ,LN,LNSMT,STD,"$1,225,000 ",$590.08 ,"3/2,0,1,0",2076/A,1964/EST,"2,145/0.0492",121/121,Y,N,2.5,6/6/19,CRMLSM,Orange
1001,OC19224247,A,SFR/D,31762,Isle Royal DR  ,LN,LNSMT,STD,"$1,350,000 ",$387.93 ,"4/2,0,0,1",3480/S,2008/SLR,"10,454/0.24",16/16,Y,N,2.5,9/19/19,CRMLSM,Orange
1001,LG19166695,A,SFR/D,30912,Calle Barbosa   ,LN,LNSMT,STD,"$1,385,000 ",$622.19 ,"4/3,0,0,0",2226/A,1990/ASR,"10,712/0.2459",84/84,Y,Y,2.5,7/13/19,CRMLSM,Orange
1001,OC19205975,A,SFR/D,32022,Mount Rainier DR  ,LN,LNSMT,STD,"$1,449,000 ",$707.52 ,"3/2,0,0,0",2048/A,1981/ASR,"13,375/0.307",37/37,Y,N,2.5,7/10/19,CRMLSM,Orange
1001,OC19148870,A,SFR/D,30472,Mirandela LN  ,LN,LNSMT,STD,"$1,499,980 ",$442.47 ,"4/3,0,0,0",3390/A,1987/ASR,"7,800/0.1791",55/55,Y,Y,2.5,6/24/19,CRMLSM,Orange
1001,OC19210900,A,SFR/D,31602,Sea Shadows WAY  ,LN,LNSMT,STD,"$1,575,000 ",$504.97 ,"3/3,0,0,0",3119/S,1989/SLR,"5,680/0.1304",19/19,Y,N,2,9/16/19,CRMLSM,Orange
1001,OC19111819,A,SFR/D,30862,Belle Maison   ,LN,LNSMT,STD,"$1,575,000 ",$430.80 ,"4/4,0,0,0",3656/A,1989/ASR,"5,750/0.132",93/93,Y,N,2,7/4/19,CRMLSM,Orange
1001,OC19185900,A,SFR/D,9,Sierra Vista   ,LN,LNSMT,STD,"$1,598,000 ",$416.25 ,"3/3,0,1,0",3839/A,1990/ASR,"9,000/0.2066",61/178,Y,N,2.5,8/5/19,CRMLSM,Orange
1001,DW19118316,A,SFR/D,23945,Raleigh ST  ,LF,LS,STD,"$630,000 ",$468.75 ,"3/2,0,0,0",1344/A,1974/ASR,"4,136/0.0949",138/138,N,Y,2,5/20/19,CRMLSM,Orange
1001,PW19231090,A,SFR/D,22822,Nolan ST  ,LF,LS,STD,"$684,500 ",$444.48 ,"4/2,0,0,0",1540/A,1974/ASR,"4,700/0.1079",7-Jul,N,N,2.5*,9/28/19,CRMLSM,Orange
1001,SW19219127,A,SFR/D,23961,Raleigh ST  ,LF,LS,STD,"$715,000 ",$417.64 ,"4/3,0,0,0",1712/A,1974/ASR,"4,136/0.0949",22/22,Y,N,2.5,9/13/19,CRMLSM,Orange
1001,CV19236096,A,SFR/D,24342,Twig ST  ,LF,LS,STD,"$739,000 ",$329.91 ,"5/2,1,0,0",2240/A,1965/ASR,"7,500/0.1722",1-Jan,Y,N,2.5,10/4/19,CRMLSM,Orange
1001,OC19234811,A,SFR/D,25462,Mina CT  ,LF,LS,STD,"$749,900 ",$374.95 ,"3/2,0,1,0",2000/E,1977/ASR,"5,250/0.1205",2-Feb,N,Y,2,10/3/19,CRMLSM,Orange
1001,PW19172817,A,SFR/D,24295,Sparrow ST  ,LF,LS,STD,"$759,900 ",$448.05 ,"3/2,0,0,0",1696/A,1977/ASR,"5,100/0.1171",77/77,N,N,2.5,7/20/19,CRMLSM,Orange
1001,OC19221132,A,SFR/D,22226,Crane ST  ,LF,LS,STD,"$768,000 ",$286.14 ,"5/3,0,0,0",2684/A,1978/ASR,"4,500/0.1033",11-Nov,N,N,2.5,9/24/19,CRMLSM,Orange
1001,OC19227390,A,SFR/D,24382,Osprey ST  ,LF,LS,STD,"$798,000 ",$266.00 ,"4/3,0,0,0",3000/E,1971/ASR,"8,343/0.1915",2-Feb,Y,Y,2.5,9/3/19,CRMLSM,Orange
1001,OC19219836,A,SFR/D,24795,Rochelle LN  ,LF,LS,STD,"$798,000 ",$276.12 ,"4/3,0,0,0",2890/A,1979/PUB,"7,350/0.1687",22/22,Y,N,2,9/13/19,CRMLSM,Orange
1001,OC19214926,A,SFR/D,24442,Peacock ST  ,LF,LS,STD,"$829,900 ",$339.57 ,"4/2,1,0,0",2444/A,1977/PUB,"5,200/0.1194",26/26,N,N,2.5,9/9/19,CRMLSM,Orange
1001,OC19221885,A,SFR/D,22842,Cedarspring   ,LF,LS,STD,"$835,000 ",$390.92 ,"4/2,1,0,0",2136/A,1981/ASR,"5,200/0.1194",9-Sep,N,Y,2.25,9/26/19,CRMLSM,Orange
1001,OC19228224,A,SFR/D,21391,Calle De Oro   ,LF,LS,STD,"$849,000 ",$299.79 ,"3/2,0,1,0",2832/A,1976/ASR,"5,500/0.1263",3-Mar,N,Y,2.5,10/2/19,CRMLSM,Orange
1001,OC19218400,A,SFR/D,25465,Shawnee DR  ,LF,LS,STD,"$879,900 ",$399.95 ,"4/2,0,1,0",2200/A,1975/PUB,"7,749/0.1779",23/23,Y,Y,2.5,9/12/19,CRMLSM,Orange
1001,OC19200226,A,SFR/D,22773,Islamare LN  ,LF,LS,STD,"$920,000 ",$306.46 ,"5/2,0,1,0",3002/A,1969/ASR,"4,300/0.0987",43/43,Y,N,2.5,8/17/19,CRMLSM,Orange
1001,OC19199518,A,SFR/D,21911,Winnebago LN  ,LF,LS,STD,"$1,600,000 ",$573.27 ,"3/2,0,1,0",2791/A,2000/SLR,"3,600/0.0826",46/46,Y,N,2.5,8/20/19,CRMLSM,Orange
1001,OC19201126,A,SFR/D,34055,Mazo   ,DP,LT,STD,"$839,900 ",$998.69 ,"2/1,1,0,0",841/P,1961/PUB,"2,840/0.0652",28/28,Y,N,2.5,8/28/19,CRMLSM,Orange
1001,OC19209852,A,SFR/D,34112,Granada DR  ,DP,LT,PRO,"$949,000 ",$872.24 ,"2/1,0,0,0",1088/A,1957/ASR,"5,000/0.1148",32/32,Y,N,2.5,9/3/19,CRMLSM,Orange
1001,OC19162613,A,SFR/D,34071,El Contento DR  ,DP,LT,STD,"$960,000 ",$834.78 ,"2/2,0,0,0",1150/E,1961/PUB,"2,100/0.0482",85/85,Y,N,2.5,7/12/19,CRMLSM,Orange
1001,OC19221205,A,SFR/D,33881,Diana DR  ,DP,LT,STD,"$998,000 ",$822.75 ,"3/2,0,0,0",1213/A,1962/EST,"3,440/0.079",19/19,Y,N,2.5,9/16/19,CRMLSM,Orange
1001,OC19219020,A,SFR/D,33956,Crystal Lantern ST  ,DP,LT,STD,"$1,249,900 ",$522.32 ,"3/3,0,0,0",2393/A,2002/PUB,"2,760/0.0634",23/223,Y,N,2.5,9/12/19,CRMLSM,Orange
1001,LG19220770,A,SFR/D,33641,Via Martos   ,DP,LT,STD,"$1,299,000 ",$408.75 ,"3/3,0,1,0",3178/A,1978/ASR,"8,450/0.194",19/19,N,N,2.5,9/16/19,CRMLSM,Orange
1001,OC19216048,A,SFR/D,34041,Formosa DR  ,DP,LT,STD,"$1,299,000 ",$649.50 ,"3/3,0,0,0",2000/E,1965/ASR,"2,050/0.0471",25/25,Y,N,2,9/10/19,CRMLSM,Orange
1001,OC19108125,A,SFR/D,34165,Crystal Lantern ST  ,DP,LT,STD,"$1,599,000 ",$652.65 ,"4/3,0,0,0",2450/A,2004/EST,"5,866/0.1347",149/302,Y,N,2.5,5/9/19,CRMLSM,Orange
1001,OC19107115,A,SFR/D,33902,Valencia PL  ,DP,LT,STD,"$1,799,000 ",$584.66 ,"4/2,0,1,0",3077/A,1957/ASR,"6,000/0.1377",150/150,Y,Y,2.5,5/8/19,CRMLSM,Orange
1001,LG19152435,A,SFR/D,34081,Chula Vista AVE  ,DP,LT,STD,"$1,799,999 ",$672.14 ,"4/4,0,0,0",2678/A,1958/ASR,"5,000/0.1148",100/100,Y,N,2.5,6/27/19,CRMLSM,Orange
1001,LG19189375,A,SFR/D,969,Acapulco ST  ,LB,LV,STD,"$1,149,000 ",$728.14 ,"3/2,0,1,0",1578/A,1972/ASR,"2,500/0.0574",53/53,Y,N,2.5,8/1/19,CRMLSM,Orange
1001,LG19179541,A,SFR/D,1056,Dyer PL  ,LB,LV,STD,"$1,149,000 ","$1,392.73 ","2/1,0,0,0",825/A,1947/ASR,"5,700/0.1309",68/68,Y,N,2.5,7/29/19,CRMLSM,Orange
1001,PW19206511,A,SFR/D,962,Tia Juana ST  ,LB,LV,STD,"$1,159,000 ",$707.57 ,"3/2,0,1,0",1638/A,1975/ASR,"2,500/0.0574",22/22,Y,N,2.5,9/13/19,CRMLSM,Orange
1001,NP19124305,A,SFR/D,1996,Del Mar AVE  ,LB,LV,STD,"$1,169,000 ",$698.33 ,"3/2,0,1,0",1674/A,1973/PUB,"2,050/0.0471",128/478,Y,N,2.5,5/27/19,CRMLSM,Orange
1001,LG19221756,A,SFR/D,895,La Mirada   ,LB,LV,STD,"$1,299,000 ","$1,093.43 ","2/1,0,0,0",1188/A,1961/ASR,"5,000/0.1148",18/18,Y,N,2.5,9/17/19,CRMLSM,Orange
1001,OC19220631,A,SFR/D,950,Acapulco ST  ,LB,LV,AUC,"$1,300,000 ",$525.46 ,"3/2,0,1,0",2474/A,1986/ASR,"5,000/0.1148",12/189,Y,N,2.5,9/16/19,CRMLSM,Orange
1001,RS19205573,A,SFR/D,535,Through ST  ,LB,LV,STD,"$1,395,000 ","$1,578.05 ","3/1,0,1,0",884/A,1922/ASR,"2,700/0.062",24/24,N,N,2.5,9/2/19,CRMLSM,Orange
1001,OC19121489,A,SFR/D,3192,Alta Laguna BLVD  ,LB,LV,STD,"$1,399,999 ",$936.45 ,"3/2,0,0,0",1495/A,1964/ASR,"6,831/0.1568",133/133,Y,N,2.5,5/25/19,CRMLSM,Orange
1001,LG19155380,A,SFR/D,1350,Dunning DR  ,LB,LV,STD,"$1,430,000 ",$829.47 ,"3/2,0,0,0",1724/A,1954/ASR,"7,973/0.183",95/450,Y,N,2.5,7/2/19,CRMLSM,Orange
1001,LG19170187,A,SFR/D,1026,Capistrano AVE  ,LB,LV,STD,"$1,445,000 ",$938.31 ,"2/2,0,0,0",1540/A,1974/APP,"2,500/0.0574",79/79,Y,N,2.5,7/18/19,CRMLSM,Orange
1001,LG19217387,A,SFR/D,923,La Mirada ST  ,LB,LV,STD,"$1,450,000 ",$847.95 ,"3/2,0,0,0",1710/A,1968/ASR,"2,500/0.0574",23/23,Y,N,2.5,9/12/19,CRMLSM,Orange
1001,LG19203012,A,SFR/D,1070,Eastman Way   ,LB,LV,STD,"$1,490,000 ",$700.85 ,"3/2,0,0,0",2126/P,1970/PUB,"3,321/0.0762",43/43,Y,N,2.5,8/23/19,CRMLSM,Orange
1001,LG19220879,A,SFR/D,970,MEADOWLARK DR.   ,LB,LV,STD,"$1,495,000 ",$956.49 ,"3/1,1,0,0",1563/A,1981/ASR,"8,340/0.1915",20/137,Y,N,2.5,9/15/19,CRMLSM,Orange
1001,OC19202045,A,SFR/D,720,Griffith PL  ,LB,LV,STD,"$1,499,000 ","$1,232.73 ","3/2,0,0,0",1216/B,1944/ASR,"7,405/0.17",43/43,Y,N,2.5,8/23/19,CRMLSM,Orange
1001,OC18245176,A,SFR/D,1301,Bluebird Canyon Dr   ,LB,LV,STD,"$1,499,882 ",$683.01 ,"4/4,0,0,0",2196/T,1979/PUB,"5,200/0.1194",193/193,Y,N,2.5,10/8/18,CRMLSM,Orange
1001,LG19200139,A,SFR/D,3161,Bern DR  ,LB,LV,STD,"$1,525,000 ",$822.55 ,"4/2,1,0,0",1854/A,1970/ASR,"13,452/0.3088",23/23,Y,N,2.5,9/12/19,CRMLSM,Orange
1001,LG19185535,A,SFR/D,2538,Glenneyre ST  ,LB,LV,STD,"$1,595,000 ","$1,731.81 ","2/1,0,1,0",921/P,1915/PUB,"7,188/0.165",62/182,Y,N,2.5,8/4/19,CRMLSM,Orange
1001,LG19107893,A,SFR/D,1450,Bluebird Canyon DR  ,LB,LV,STD,"$1,695,000 ",$682.09 ,"3/2,0,0,0",2485/A,2005/SLR,"3,520/0.0808",148/501,Y,N,2.5,5/10/19,CRMLSM,Orange
1001,OC19225586,A,SFR/D,2020,Cortez   ,LB,LV,STD,"$1,750,000 ",$617.07 ,"4/3,0,0,0",2836/A,1979/ASR,"5,000/0.1148",14/14,Y,N,2.5,9/21/19,CRMLSM,Orange
1001,LG19211097,A,SFR/D,421,Osgood Court   ,LB,LV,STD,"$1,750,000 ","$1,355.54 ","3/2,0,0,0",1291/A,1937/ASR,"2,100/0.0482",32/32,Y,N,2.5,9/3/19,CRMLSM,Orange
1001,LG19155673,A,SFR/D,2930,Terry RD  ,LB,LV,STD,"$1,799,900 ","$1,134.87 ","3/2,0,1,0",1586/A,1979/ASR,"2,550/0.0585",97/97,Y,N,2.5,6/30/19,CRMLSM,Orange
1001,LG19030953,A,SFR/D,1427,Regatta RD  ,LB,LV,STD,"$1,875,000 ",$722.82 ,"3/2,0,1,0",2594/A,1989/ASR,"7,350/0.1687",190/190,Y,N,2.5,2/18/19,CRMLSM,Orange
1001,LG19173809,A,SFR/D,1278,MORNINGSIDE DR  ,LB,LV,STD,"$1,890,000 ",$797.47 ,"4/2,0,1,0",2370/A,1996/ASR,"7,680/0.1763",76/76,Y,N,2.5,7/21/19,CRMLSM,Orange
1001,OC19154484,A,SFR/D,1245,Dunning DR  ,LB,LV,STD,"$1,899,900 ","$1,154.95 ","3/2,0,1,0",1645/AP,1957/ASR,"31,445/0.7219",97/97,Y,N,2.5,6/30/19,CRMLSM,Orange
1001,SW19210041,A,SFR/D,1443,Catalina   ,LB,LV,STD,"$1,925,000 ","$1,604.17 ","2/2,0,0,0",1200/S,1925/ASR,"3,000/0.0689",32/94,Y,N,2,9/3/19,CRMLSM,Orange
1001,LG19191812,A,SFR/D,1175,Keller WAY  ,LB,LV,STD,"$1,950,000 ",$851.53 ,"4/3,0,1,0",2290/A,1975/ASR,"9,750/0.2238",55/55,Y,N,2.5,8/11/19,CRMLSM,Orange
1001,PW19231289,A,SFR/D,1734,Rim Rock Cyn   ,LB,LV,TRUS,"$1,995,000 ","$1,767.05 ","2/1,0,0,0",1129/E,1949/ASR,"9,476/0.2175",12-Dec,Y,N,2.5,9/23/19,CRMLSM,Orange
1001,OC19210373,A,SFR/D,678,Alta Vista WAY  ,LB,LV,STD,"$1,995,000 ",$997.50 ,"3/2,0,0,0",2000/S,1968/ASR,"2,800/0.0643",32/32,Y,N,2.5,9/3/19,CRMLSM,Orange
1001,LG19111061,A,SFR/D,1455,Skyline DR  ,LB,LV,STD,"$1,995,000 ",$618.60 ,"3/4,0,0,0",3225/A,1995/ASR,"9,010/0.2068",145/145,Y,N,2.5,4/5/19,CRMLSM,Orange
1001,LG19183008,A,SFR/D,2618,Victoria DR  ,LB,LV,STD,"$1,998,800 ","$1,332.53 ","2/2,0,0,0",1500/E,1915/ASR,"2,400/0.0551",64/64,Y,N,2.5,7/20/19,CRMLSM,Orange
1001,PW19193061,A,SFR/D,14912,Escalona   ,LAM,M3,STD,"$600,000 ",$454.55 ,"4/2,0,0,0",1320/P,1955/PUB,"6,720/0.1543",54/54,Y,Y,2.5,8/12/19,CRMLSM,Orange
1001,DW19186696,A,SFR/A,8101,Barrington DR  ,LAM,M3,STD,"$629,900 ",$387.15 ,"4/2,0,1,0",1627/A,1960/ASR,"7,200/0.1653",1-Jan,N,N,2.5,8/5/19,CRMLSM,Orange
1001,OC19199463,A,SFR/D,31481,La Calera ST  ,SJ,MA,STD,"$859,000 ",$491.14 ,"3/2,0,0,0",1749/A,1990/ASR,"6,000/0.1377",46/46,Y,N,2.5,8/20/19,CRMLSM,Orange
1001,OC19185944,A,SFR/D,24065,Atun   ,DP,MB,STD,"$1,270,000 ",$558.73 ,"4/2,0,1,0",2273/A,1996/ASR,"4,410/0.1012",61/61,Y,N,2.5,8/5/19,CRMLSM,Orange
1001,OC19142038,A,SFR/D,3,San Raphael   ,DP,MB,STD,"$1,595,000 ",$665.14 ,"3/3,0,1,0",2398/A,1989/BLD,"15,600/0.3581",107/107,Y,N,2.5,6/20/19,CRMLSM,Orange
1001,OC19216548,A,SFR/D,23811,Salvador Bay   ,DP,MB,STD,"$1,695,000 ","$1,043.72 ","3/2,0,0,0",1624/A,1971/SLR,"4,050/0.093",24/24,N,N,2.5,9/11/19,CRMLSM,Orange
1001,OC19198874,A,SFR/D,23002,Java Sea DR  ,DP,MB,STD,"$1,949,000 ",$737.14 ,"3/3,0,0,0",2644/E,1962/EST,"11,339/0.2603",44/44,Y,Y,2.5,8/22/19,CRMLSM,Orange
1001,OC19203345,A,SFR/D,32372,Via Antibes   ,DP,MB,STD,"$1,999,000 ",$838.51 ,"3/2,0,1,0",2384/A,1977/ASR,"8,520/0.1956",38/67,Y,N,2.5,8/28/19,CRMLSM,Orange
1001,PW19115594,A,SFR/D,27956,Via Granados   ,MV,MC,STD,"$514,900 ",$402.58 ,"2/2,0,0,0",1279/A,1976/ASR,"3,700/0.0849",141/141,N,N,2.5,5/17/19,CRMLSM,Orange
1001,OC19168726,A,SFR/D,27774,Via Sarasate   ,MV,MC,STD,"$533,000 ",$416.73 ,"2/2,0,0,0",1279/E,1976/ASR,"3,478/0.0798",81/476,Y,N,2.5,7/16/19,CRMLSM,Orange
1001,OC19165700,A,SFR/A,28155,Calle Casal   ,MV,MC,"STD,TRUS","$550,000 ",$493.72 ,"2/2,0,0,0",1114/A,1973/ASR,"2,866/0.0658",85/85,Y,N,3,7/12/19,CRMLSM,Orange
1001,OC19199595,A,SFR/D,27731,Via Rodrigo   ,MV,MC,STD,"$599,000 ",$398.54 ,"3/2,0,0,0",1503/A,1977/ASR,"3,478/0.0798",43/43,N,N,2.5,8/23/19,CRMLSM,Orange
1001,AR19158297,A,SFR/D,26801,Via Zaragosa   ,MV,MC,STD,"$698,888 ",$513.89 ,"3/2,0,0,0",1360/A,1972/ASR,"6,750/0.155",93/109,Y,N,2,7/4/19,CRMLSM,Orange
1001,OC19226337,A,SFR/D,23531,Avenida Topanga   ,MV,MC,STD,"$699,000 ",$529.55 ,"3/2,0,0,0",1320/A,1971/ASR,"5,642/0.1295",12-Dec,Y,N,2.5,9/23/19,CRMLSM,Orange
1001,OC19215162,A,SFR/D,23542,Avenida Topanga   ,MV,MC,STD,"$748,000 ",$466.33 ,"4/2,0,0,0",1604/A,1972/BLD,"8,580/0.197",26/26,N,N,2,9/9/19,CRMLSM,Orange
1001,RS19204261,A,SFR/D,27821,Abadejo   ,MV,MC,STD,"$749,900 ",$510.14 ,"3/2,0,0,0",1470/A,1976/ASR,"6,180/0.1419",40/40,Y,N,2,8/26/19,CRMLSM,Orange
1001,OC19235372,A,SFR/D,23962,La Chiquita DR  ,MV,MC,STD,"$760,000 ",$487.18 ,"3/2,0,0,0",1560/A,1971/APP,"6,600/0.1515",2-Feb,N,N,2,10/3/19,CRMLSM,Orange
1001,OC19223676,A,SFR/D,23962,Warsaw ST  ,MV,MC,STD,"$769,900 ",$318.80 ,"4/2,0,1,0",2415/E,1976/EST,"7,021/0.1612",13/13,N,Y,2.5,9/20/19,CRMLSM,Orange
1001,OC19198396,A,SFR/D,26091,Avenida Bonachon   ,MV,MC,STD,"$769,900 ",$500.59 ,"4/2,0,0,0",1538/A,1968/PUB,"7,259/0.1666",49/49,Y,N,2.5,8/17/19,CRMLSM,Orange
1001,OC19193607,A,SFR/D,24122,El Tiradore CIR  ,MV,MC,STD,"$778,000 ",$589.39 ,"3/2,0,0,0",1320/A,1967/ASR,"7,320/0.168",52/52,N,N,2.5,7/29/19,CRMLSM,Orange
1001,OC19201212,A,SFR/D,23952,Warsaw ST  ,MV,MC,STD,"$785,000 ",$325.05 ,"4/2,0,1,0",2415/A,1976/PUB,"6,820/0.1566",44/44,N,N,2.5,8/22/19,CRMLSM,Orange
1001,OC19128738,A,SFR/D,24541,Aguirre   ,MV,MC,STD,"$799,900 ",$512.43 ,"3/1,1,0,0",1561/A,1978/ASR,"6,652/0.1527",105/105,Y,N,2,6/7/19,CRMLSM,Orange
1001,OC19221830,A,SFR/D,26932,Via Zaragosa   ,MV,MC,STD,"$799,999 ",$454.54 ,"3/2,0,0,0",1760/A,1972/ASR,"13,570/0.3115",18/18,N,Y,2,9/17/19,CRMLSM,Orange
1001,NP19153048,A,SFR/D,25022,Spadra LN  ,MV,MC,STD,"$809,900 ",$388.44 ,"4/2,2,0,0",2085/A,1966/ASR,"11,152/0.256",99/99,Y,N,2.5,6/28/19,CRMLSM,Orange
1001,OC19220874,A,SFR/D,23991,Lindley ST  ,MV,MC,STD,"$819,900 ",$322.54 ,"5/3,0,0,0",2542/A,1976/ASR,"6,000/0.1377",17/17,Y,Y,2.5,9/18/19,CRMLSM,Orange
1001,OC19203346,A,SFR/D,24452,Quintana DR  ,MV,MC,STD,"$849,000 ",$462.42 ,"4/2,0,0,0",1836/A,1972/ASR,"7,500/0.1722",41/41,N,N,3,8/25/19,CRMLSM,Orange
1001,OC19132790,A,SFR/D,24251,Spartan ST  ,MV,MC,STD,"$850,000 ",$296.58 ,"5/2,1,0,0",2866/A,1967/ASR,"8,375/0.1923",121/121,N,Y,2.5,6/6/19,CRMLSM,Orange
1001,OC19223625,A,SFR/D,26612,Salamanca DR  ,MV,MC,STD,"$865,000 ",$410.15 ,"4/2,0,0,0",2109/A,1967/ASR,"7,237/0.1661",16/16,Y,Y,2.5,9/19/19,CRMLSM,Orange
1001,OC19158603,A,SFR/D,24281,Via Madrugada   ,MV,MC,STD,"$879,900 ",$305.31 ,"5/2,0,1,0",2882/A,1972/ASR,"6,656/0.1528",85/272,Y,Y,2.5,7/6/19,CRMLSM,Orange
1001,PW19159531,A,SFR/D,22971,BOUQUET CANYON   ,MV,MC,STD,"$915,000 ",$358.26 ,"4/2,0,1,0",2554/A,2000/EST,"5,207/0.1195",83/83,Y,N,2.5,7/13/19,CRMLSM,Orange
1001,IG19234029,A,SFR/D,23011,Bouquet Canyon   ,MV,MC,STD,"$928,000 ",$327.22 ,"4/3,0,0,0",2836/A,1999/ASR,"6,231/0.143",5-May,Y,N,2.5,9/30/19,CRMLSM,Orange
1001,OC19228340,A,SFR/D,24632,Saturna DR  ,MV,MC,STD,"$929,000 ",$288.15 ,"4/3,0,0,0",3224/E,1969/EST,"8,460/0.1942",3-Mar,Y,Y,2.5,10/2/19,CRMLSM,Orange
1001,TR19213261,A,SFR/D,22152,Wayside   ,MV,MC,STD,"$979,000 ",$309.22 ,"4/3,0,0,0",3166/A,1988/PUB,"6,600/0.1515",29/98,N,N,2.5,9/6/19,CRMLSM,Orange
1001,OC19218123,A,SFR/D,23382,Via Chiripa   ,MV,MC,STD,"$989,000 ",$319.96 ,"5/3,0,0,0",3091/A,1975/ASR,"10,400/0.2388",23/23,Y,Y,2.5,9/12/19,CRMLSM,Orange
1001,OC19227948,A,SFR/D,24192,Robledo   ,MV,MC,STD,"$999,900 ",$434.74 ,"4/3,0,0,0",2300/E,1971/EST,"10,004/0.2297",10-Oct,Y,Y,2.5,9/25/19,CRMLSM,Orange
1001,OC19227542,A,SFR/D,23582,Bradbury   ,MV,MC,STD,"$1,190,000 ",$347.95 ,"4/3,0,0,0",3420/A,1998/ASR,"6,121/0.1405",11-Nov,Y,N,2.5,9/24/19,CRMLSM,Orange
